"","CustomerID","ProdTaken","Age","TypeofContact","CityTier","DurationOfPitch","Occupation","Gender","NumberOfPersonVisiting","NumberOfFollowups","ProductPitched","PreferredPropertyStar","MaritalStatus","NumberOfTrips","Passport","PitchSatisfactionScore","OwnCar","NumberOfChildrenVisiting","Designation","MonthlyIncome"
"202",204616,0,31,"Self Enquiry",3,15,"Salaried","Male",4,4,"Standard",3,"Married",7,0,3,1,1,"Senior Manager",25942
"203",204268,0,31,"Company Invited",3,32,"Large Business","Female",3,4,"Deluxe",3,"Married",2,1,3,1,2,"Manager",23414
"204",204703,1,45,"Self Enquiry",2,7,"Small Business","Male",4,5,"Standard",5,"Married",2,0,4,1,1,"Senior Manager",29160
"205",201358,0,31,"Self Enquiry",3,16,"Small Business","Female",2,3,"Deluxe",3,"Married",3,1,1,0,0,"Manager",21583
"206",204564,0,44,"Company Invited",1,7,"Salaried","Female",3,4,"Deluxe",3,"Married",6,0,1,1,2,"Manager",24240
"207",203281,0,41,"Company Invited",1,16,"Small Business","Female",3,4,"Standard",3,"Single",2,0,4,0,1,"Senior Manager",32177
"208",201941,0,38,"Self Enquiry",1,16,"Small Business","Female",3,3,"Deluxe",3,"Married",4,0,3,0,1,"Manager",24824
"209",201810,0,37,"Self Enquiry",1,11,"Small Business","Male",3,3,"Deluxe",3,"Married",1,0,3,1,2,"Manager",21347
"210",203179,0,49,"Self Enquiry",1,13,"Salaried","Male",4,5,"Deluxe",3,"Unmarried",4,0,2,0,1,"Manager",22918
"211",203903,0,30,"Self Enquiry",1,20,"Salaried","Male",3,5,"Deluxe",4,"Married",6,1,4,1,1,"Manager",22703
"212",202911,0,38,"Company Invited",3,16,"Small Business","Male",4,4,"Standard",4,"Married",3,0,2,1,1,"Senior Manager",27512
"213",202809,0,47,"Company Invited",1,14,"Small Business","Female",2,4,"Deluxe",3,"Divorced",4,0,5,0,1,"Manager",23936
"214",202496,0,45,"Self Enquiry",3,7,"Small Business","Female",4,4,"Deluxe",5,"Married",7,1,2,0,1,"Manager",24132
"215",201809,0,27,"Self Enquiry",3,14,"Small Business","Female",2,3,"Deluxe",4,"Married",2,0,1,0,1,"Manager",21214
"216",202445,0,50,"Company Invited",1,15,"Salaried","Male",4,5,"Deluxe",4,"Divorced",3,0,3,1,3,"Manager",23808
"217",202951,0,30,"Self Enquiry",3,10,"Small Business","Female",4,4,"Deluxe",3,"Divorced",3,0,2,0,1,"Manager",24239
"218",202579,0,37,"Self Enquiry",1,13,"Small Business","Male",3,4,"Deluxe",4,"Married",8,0,4,1,2,"Manager",23619
"219",202757,0,34,"Company Invited",1,12,"Salaried","Female",4,4,"Standard",4,"Divorced",8,0,3,1,3,"Senior Manager",30556
"220",203002,0,33,"Company Invited",1,31,"Salaried","Male",4,4,"Deluxe",3,"Divorced",3,0,4,1,1,"Manager",23987
"221",204538,0,54,"Self Enquiry",3,14,"Small Business","Female",4,5,"Standard",3,"Married",2,1,1,0,2,"Senior Manager",29612
"222",204282,1,41,"Self Enquiry",3,29,"Small Business","Male",4,5,"Deluxe",3,"Married",4,1,3,1,1,"Manager",25058
"223",202761,1,53,"Self Enquiry",1,15,"Small Business","Male",3,5,"Deluxe",4,"Divorced",4,0,2,1,2,"Manager",23619
"224",201298,1,46,"Self Enquiry",1,27,"Small Business","Female",3,3,"Deluxe",4,"Married",5,0,3,1,2,"Manager",23926
"225",200870,0,35,"Self Enquiry",3,23,"Salaried","Male",3,3,"Deluxe",5,"Divorced",4,1,3,1,1,"Manager",23966
"226",204751,0,41,"Company Invited",1,16,"Small Business","Female",3,4,"Standard",3,"Single",2,0,4,1,2,"Senior Manager",32177
"227",203595,0,29,"Self Enquiry",1,34,"Small Business","Female",3,6,"Deluxe",5,"Married",2,0,4,1,1,"Manager",23886
"228",201117,0,34,"Self Enquiry",1,6,"Salaried","Male",2,3,"Deluxe",3,"Married",1,0,4,1,0,"Manager",20484
"229",200506,0,37,"Self Enquiry",1,9,"Salaried","Male",2,3,"Standard",3,"Divorced",2,0,2,1,0,"Senior Manager",24434
"230",204138,0,32,"Company Invited",1,7,"Small Business","Male",3,6,"Deluxe",3,"Married",2,0,3,0,1,"Manager",23023
"231",203760,0,44,"Company Invited",3,9,"Salaried","Male",4,4,"Deluxe",3,"Married",3,0,3,1,3,"Manager",24353
"232",201561,0,51,"Self Enquiry",3,27,"Small Business","Male",3,3,"Deluxe",3,"Single",1,1,5,0,2,"Manager",20441
"233",200978,0,40,"Self Enquiry",1,8,"Small Business","Female",2,1,"Deluxe",3,"Married",6,0,3,1,0,"Manager",21377
"234",200446,0,41,"Company Invited",3,16,"Salaried","Male",2,3,"Deluxe",3,"Single",1,0,2,0,1,"Manager",21230
"235",200855,0,37,"Self Enquiry",1,6,"Salaried","Female",2,4,"Deluxe",3,"Divorced",2,0,2,1,1,"Manager",21474
"236",204716,0,34,"Company Invited",3,14,"Salaried","Female",2,4,"Deluxe",4,"Married",2,0,4,0,1,"Manager",22980
"237",203142,0,36,"Self Enquiry",3,25,"Small Business","Female",3,4,"Deluxe",3,"Divorced",3,0,4,1,1,"Manager",23279
"238",203413,0,49,"Self Enquiry",1,11,"Salaried","Male",3,4,"Standard",3,"Unmarried",3,0,5,1,2,"Senior Manager",26576
"239",201607,0,39,"Self Enquiry",3,10,"Salaried","Female",2,4,"Deluxe",3,"Married",5,0,5,1,1,"Manager",20902
"240",200708,0,36,"Company Invited",3,14,"Large Business","Male",2,3,"Deluxe",3,"Married",5,0,3,1,0,"Manager",20079
"241",200324,0,30,"Self Enquiry",1,34,"Small Business","Female",3,3,"Deluxe",3,"Divorced",2,0,3,0,2,"Manager",20775
"242",203854,0,41,"Self Enquiry",3,9,"Small Business","Female",4,4,"Deluxe",4,"Married",5,0,3,1,2,"Manager",24355
"243",203672,0,42,"Company Invited",2,11,"Salaried","Male",3,6,"Deluxe",4,"Married",8,0,5,0,2,"Manager",25108
"244",204450,0,61,"Self Enquiry",3,23,"Small Business","Male",3,4,"Deluxe",5,"Unmarried",2,0,4,1,2,"Manager",24083
"245",204734,0,36,"Company Invited",3,18,"Small Business","Male",3,4,"Deluxe",3,"Married",3,0,5,1,2,"Manager",23646
"246",204013,0,45,"Company Invited",1,30,"Small Business","Male",4,4,"Deluxe",4,"Married",6,0,3,0,2,"Manager",20720
"247",200927,0,36,"Self Enquiry",1,8,"Salaried","Female",2,3,"Deluxe",4,"Single",1,1,3,1,0,"Manager",20410
"248",200091,0,51,"Self Enquiry",3,27,"Small Business","Male",3,3,"Deluxe",3,"Single",1,1,5,1,1,"Manager",20441
"249",201637,0,30,"Self Enquiry",3,11,"Salaried","Female",2,3,"Standard",3,"Married",3,0,4,1,1,"Senior Manager",24419
"250",201534,0,36,"Self Enquiry",1,14,"Large Business","Female",2,3,"Standard",3,"Married",2,0,4,1,0,"Senior Manager",25096
"251",200163,0,57,"Self Enquiry",1,30,"Salaried","Male",2,2,"Standard",3,"Married",4,1,4,1,1,"Senior Manager",24439
"252",201745,0,37,"Company Invited",1,6,"Small Business","Female",3,3,"Standard",3,"Married",3,1,3,0,0,"Senior Manager",28603
"253",203121,0,50,"Self Enquiry",1,15,"Salaried","Female",3,4,"Standard",4,"Divorced",6,0,4,0,1,"Senior Manager",26081
"254",201250,0,29,"Company Invited",1,6,"Salaried","Male",3,1,"Deluxe",3,"Unmarried",1,1,3,0,1,"Manager",21294
"255",203180,0,49,"Self Enquiry",1,11,"Salaried","Male",4,5,"Standard",3,"Single",2,0,5,1,2,"Senior Manager",29677
"256",204025,1,35,"Company Invited",1,14,"Salaried","Male",4,6,"Deluxe",3,"Unmarried",3,1,5,1,1,"Manager",24752
"257",201548,0,37,"Self Enquiry",1,13,"Small Business","Male",1,3,"Standard",3,"Single",5,0,1,0,0,"Senior Manager",28664
"258",201373,0,38,"Company Invited",1,14,"Small Business","Female",2,4,"Deluxe",4,"Married",2,1,1,1,0,"Manager",17133
"259",204007,0,47,"Company Invited",1,7,"Small Business","Male",3,5,"Standard",5,"Married",4,1,1,1,2,"Senior Manager",29351
"260",203545,0,33,"Self Enquiry",1,12,"Salaried","Female",4,5,"Deluxe",4,"Married",5,0,3,1,1,"Manager",24556
"261",203572,0,37,"Company Invited",1,13,"Salaried","Male",4,2,"Deluxe",5,"Married",5,1,4,1,2,"Manager",24240
"262",204288,0,29,"Self Enquiry",3,16,"Salaried","Male",4,4,"Deluxe",3,"Unmarried",3,0,3,1,2,"Manager",23931
"263",202295,0,29,"Self Enquiry",1,14,"Small Business","Male",3,4,"Deluxe",3,"Married",2,1,3,1,1,"Manager",20056
"264",203895,0,39,"Self Enquiry",3,17,"Salaried","Female",4,4,"Deluxe",3,"Married",3,0,4,0,3,"Manager",24021
"265",202642,0,39,"Self Enquiry",1,9,"Salaried","Male",3,4,"Deluxe",3,"Divorced",2,0,2,0,2,"Manager",25231
"266",203481,0,46,"Self Enquiry",1,36,"Large Business","Male",3,4,"Standard",3,"Divorced",6,1,5,1,1,"Senior Manager",28058
"267",204383,1,33,"Company Invited",3,18,"Salaried","Male",3,2,"Deluxe",3,"Married",2,0,3,1,1,"Manager",23385
"268",204056,0,39,"Self Enquiry",1,10,"Large Business","Female",3,4,"Deluxe",3,"Unmarried",5,1,5,1,1,"Manager",22995
"269",204006,0,31,"Self Enquiry",3,11,"Small Business","Female",4,5,"Deluxe",4,"Married",3,1,3,1,1,"Manager",23887
"270",204370,0,32,"Self Enquiry",3,14,"Salaried","Male",3,5,"Standard",3,"Married",2,0,3,1,1,"Senior Manager",30235
"271",200210,1,32,"Self Enquiry",3,10,"Small Business","Male",2,5,"Standard",3,"Divorced",2,0,2,1,1,"Senior Manager",25400
"272",203997,0,39,"Company Invited",1,13,"Small Business","Female",4,6,"Deluxe",3,"Married",2,1,1,0,3,"Manager",24007
"273",202687,0,41,"Self Enquiry",1,31,"Large Business","Male",4,4,"Deluxe",3,"Married",3,0,3,1,2,"Manager",21997
"274",204009,0,55,"Self Enquiry",1,9,"Large Business","Female",3,4,"Standard",3,"Married",2,0,4,0,1,"Senior Manager",32227
"275",203105,0,44,"Self Enquiry",1,15,"Salaried","Female",3,4,"Deluxe",4,"Married",6,0,3,1,1,"Manager",23443
"276",202087,0,44,"Self Enquiry",1,10,"Small Business","Male",2,3,"Deluxe",4,"Single",1,0,1,1,1,"Manager",20933
"277",201697,0,29,"Company Invited",3,6,"Small Business","Female",2,3,"Standard",3,"Married",2,0,3,1,1,"Senior Manager",22918
"278",202790,0,42,"Self Enquiry",1,13,"Small Business","Male",4,5,"Deluxe",4,"Unmarried",8,1,3,1,1,"Manager",24710
"279",203128,0,41,"Self Enquiry",3,17,"Small Business","Male",4,5,"Standard",4,"Married",4,0,4,1,2,"Senior Manager",28383
"280",200331,0,27,"Company Invited",3,6,"Small Business","Male",3,3,"Deluxe",4,"Divorced",1,1,2,0,2,"Manager",21349
"281",204681,0,38,"Self Enquiry",1,10,"Salaried","Female",3,4,"Deluxe",4,"Unmarried",5,0,4,1,1,"Manager",22785
"282",203103,0,29,"Self Enquiry",3,12,"Small Business","Male",4,4,"Deluxe",3,"Unmarried",3,0,3,1,1,"Manager",23586
"283",204274,0,58,"Self Enquiry",1,7,"Small Business","Male",3,4,"Deluxe",3,"Married",4,0,3,0,2,"Manager",25433
"284",203913,0,35,"Self Enquiry",1,15,"Small Business","Male",3,2,"Deluxe",3,"Married",4,0,3,0,2,"Manager",23082
"285",202643,0,39,"Self Enquiry",1,36,"Large Business","Male",3,4,"Deluxe",3,"Divorced",5,0,2,0,2,"Manager",24939
"286",201414,0,47,"Self Enquiry",1,31,"Small Business","Male",2,3,"Standard",3,"Unmarried",3,0,3,1,0,"Senior Manager",23633
"287",204141,0,30,"Company Invited",3,7,"Small Business","Female",3,4,"Standard",3,"Married",3,0,3,1,2,"Senior Manager",26596
"288",200624,0,53,"Self Enquiry",3,13,"Small Business","Female",3,4,"Standard",3,"Divorced",1,1,2,0,0,"Senior Manager",25934
"289",202600,0,52,"Self Enquiry",1,14,"Small Business","Male",3,5,"Deluxe",3,"Divorced",4,0,3,1,2,"Manager",24810
"290",201690,0,36,"Self Enquiry",1,11,"Salaried","Male",3,3,"Deluxe",4,"Single",1,0,1,1,1,"Manager",20914
"291",203735,1,38,"Self Enquiry",1,17,"Small Business","Male",3,4,"Deluxe",5,"Unmarried",3,0,4,0,1,"Manager",22891
"292",200353,0,37,"Self Enquiry",1,12,"Small Business","Male",2,2,"Deluxe",5,"Married",5,1,3,1,1,"Manager",20974
"293",201247,0,31,"Self Enquiry",3,11,"Large Business","Male",2,3,"Deluxe",3,"Married",2,0,5,0,1,"Manager",23346
"294",202698,0,30,"Self Enquiry",3,27,"Small Business","Male",3,4,"Deluxe",3,"Married",4,0,2,1,2,"Manager",25609
"295",204281,0,51,"Self Enquiry",1,17,"Large Business","Male",4,5,"Standard",3,"Single",8,0,5,1,2,"Senior Manager",29174
"296",202245,0,43,"Self Enquiry",3,31,"Small Business","Male",3,4,"Standard",3,"Married",6,0,4,1,1,"Senior Manager",25798
"297",204155,0,33,"Company Invited",3,33,"Small Business","Male",4,4,"Deluxe",3,"Married",2,0,4,1,2,"Manager",23143
"298",200368,1,40,"Self Enquiry",3,28,"Small Business","Male",3,4,"Deluxe",3,"Divorced",3,1,3,1,1,"Manager",21380
"299",204760,0,36,"Self Enquiry",1,9,"Salaried","Male",3,5,"Standard",4,"Married",4,0,4,1,1,"Senior Manager",28952
"300",203884,0,37,"Company Invited",1,11,"Salaried","Female",4,4,"Deluxe",4,"Married",2,0,3,1,2,"Manager",23809
"301",204318,0,29,"Self Enquiry",1,24,"Small Business","Male",4,4,"Deluxe",5,"Married",3,0,1,0,2,"Manager",23236
"302",203256,0,44,"Company Invited",1,34,"Salaried","Female",3,4,"Standard",5,"Divorced",2,0,4,0,1,"Senior Manager",29498
"303",204518,0,43,"Self Enquiry",1,36,"Salaried","Male",4,4,"Deluxe",4,"Married",3,0,3,1,1,"Manager",23112
"304",203753,0,27,"Self Enquiry",3,17,"Small Business","Male",3,4,"Deluxe",3,"Unmarried",3,0,1,0,1,"Manager",23362
"305",201673,0,40,"Self Enquiry",1,25,"Small Business","Male",1,3,"Deluxe",3,"Married",1,1,1,1,0,"Manager",17741
"306",200299,0,51,"Self Enquiry",1,8,"Small Business","Male",2,5,"Deluxe",4,"Married",6,0,2,0,0,"Manager",20482
"307",201789,0,32,"Self Enquiry",3,14,"Large Business","Female",3,4,"Deluxe",4,"Married",2,1,1,1,2,"Manager",20228
"308",203652,0,35,"Self Enquiry",1,12,"Small Business","Male",3,5,"Deluxe",3,"Married",3,0,4,1,2,"Manager",22664
"309",202793,0,30,"Company Invited",3,9,"Salaried","Male",4,4,"Deluxe",3,"Divorced",3,0,2,1,2,"Manager",23327
"310",200677,0,49,"Self Enquiry",1,14,"Salaried","Female",2,3,"Standard",4,"Divorced",5,0,4,0,0,"Senior Manager",22403
"311",201596,1,58,"Self Enquiry",1,29,"Small Business","Female",3,3,"Standard",3,"Married",2,0,3,1,0,"Senior Manager",25312
"312",204279,0,47,"Company Invited",1,14,"Small Business","Female",2,4,"Deluxe",3,"Married",4,0,5,1,1,"Manager",23936
"313",203898,0,46,"Self Enquiry",3,27,"Salaried","Female",3,4,"Deluxe",3,"Unmarried",2,0,1,1,1,"Manager",23528
"314",203998,0,35,"Self Enquiry",1,7,"Small Business","Male",4,4,"Deluxe",4,"Married",3,0,5,1,3,"Manager",23003
"315",202091,0,36,"Self Enquiry",3,6,"Salaried","Male",2,3,"Deluxe",3,"Married",2,1,3,1,1,"Manager",21201
"316",200987,0,51,"Company Invited",3,8,"Small Business","Male",2,3,"Standard",4,"Divorced",3,0,4,0,0,"Senior Manager",25596
"317",204738,0,43,"Self Enquiry",1,36,"Small Business","Male",3,6,"Deluxe",3,"Unmarried",6,0,3,1,2,"Manager",22950
"318",201562,0,30,"Self Enquiry",3,10,"Small Business","Female",3,4,"Deluxe",4,"Married",2,1,3,1,0,"Manager",20209
"319",204694,1,29,"Company Invited",1,31,"Large Business","Male",4,5,"Standard",5,"Unmarried",3,0,1,1,2,"Senior Manager",27400
"320",200374,0,28,"Self Enquiry",3,15,"Salaried","Male",3,3,"Deluxe",3,"Single",2,0,3,1,0,"Manager",20253
"321",203183,0,28,"Self Enquiry",1,9,"Salaried","Female",3,4,"Deluxe",3,"Divorced",2,0,5,0,2,"Manager",22905
"322",200674,0,58,"Self Enquiry",1,11,"Large Business","Female",2,4,"Standard",4,"Married",3,1,5,1,1,"Senior Manager",25552
"323",204736,0,35,"Company Invited",1,9,"Salaried","Male",4,4,"Deluxe",3,"Unmarried",4,0,4,1,2,"Manager",22711
"324",200027,0,42,"Self Enquiry",3,14,"Small Business","Male",2,3,"Deluxe",4,"Divorced",1,0,3,0,1,"Manager",21825
"325",204521,1,50,"Self Enquiry",3,18,"Small Business","Female",3,4,"Standard",3,"Married",3,0,4,0,1,"Senior Manager",26332
"326",203492,0,35,"Self Enquiry",3,10,"Salaried","Male",3,6,"Deluxe",5,"Unmarried",5,0,5,1,2,"Manager",23437
"327",200558,0,32,"Company Invited",1,30,"Salaried","Male",3,3,"Deluxe",3,"Divorced",2,0,4,1,0,"Manager",20309
"328",200142,0,38,"Self Enquiry",1,9,"Large Business","Female",2,3,"Deluxe",3,"Single",4,1,5,0,0,"Manager",1000
"329",200551,0,39,"Self Enquiry",2,9,"Salaried","Female",2,2,"Deluxe",4,"Divorced",1,0,2,1,0,"Manager",21389
"330",204118,1,39,"Self Enquiry",1,36,"Small Business","Male",4,4,"Deluxe",5,"Married",2,1,3,1,3,"Manager",25351
"331",201151,0,28,"Self Enquiry",1,33,"Small Business","Female",2,5,"Deluxe",5,"Married",1,0,4,1,0,"Manager",20208
"332",200403,0,41,"Self Enquiry",3,6,"Small Business","Male",2,2,"Standard",5,"Divorced",2,0,3,1,1,"Senior Manager",23392
"333",204192,0,27,"Company Invited",1,7,"Salaried","Female",3,4,"Deluxe",4,"Married",3,0,5,1,2,"Manager",25075
"334",203569,0,30,"Company Invited",1,9,"Salaried","Male",3,4,"Deluxe",3,"Married",3,0,3,0,1,"Manager",27531
"335",201972,0,53,"Self Enquiry",3,6,"Small Business","Female",2,3,"Deluxe",5,"Unmarried",1,0,1,1,1,"Manager",23381
"336",203367,0,35,"Company Invited",2,18,"Salaried","Male",3,5,"Deluxe",4,"Divorced",6,0,5,0,2,"Manager",23168
"337",204440,0,40,"Self Enquiry",1,9,"Large Business","Female",4,5,"Deluxe",3,"Unmarried",3,0,1,1,2,"Manager",23231
"338",200877,0,46,"Self Enquiry",1,8,"Large Business","Male",2,3,"Deluxe",3,"Married",3,0,2,1,0,"Manager",22379
"339",202043,1,26,"Self Enquiry",3,14,"Large Business","Male",2,4,"Deluxe",5,"Single",7,0,3,0,0,"Manager",20326
"340",200794,0,34,"Company Invited",1,9,"Salaried","Male",2,3,"Deluxe",3,"Unmarried",1,0,2,1,0,"Manager",22756
"341",200367,0,50,"Self Enquiry",1,16,"Large Business","Male",3,4,"Standard",3,"Unmarried",7,0,5,0,2,"Senior Manager",25496
"342",200703,0,38,"Company Invited",3,16,"Large Business","Female",2,3,"Deluxe",3,"Single",2,1,3,0,1,"Manager",20666
"343",202475,0,45,"Self Enquiry",1,17,"Salaried","Male",3,4,"Deluxe",3,"Divorced",4,1,3,1,2,"Manager",25143
"344",203238,0,35,"Company Invited",1,10,"Salaried","Male",3,4,"Deluxe",3,"Unmarried",2,0,2,1,1,"Manager",26434
"345",204133,0,55,"Self Enquiry",3,10,"Small Business","Female",3,4,"Deluxe",5,"Married",4,0,4,1,1,"Manager",24618
"346",204446,0,48,"Self Enquiry",3,21,"Small Business","Male",3,4,"Deluxe",5,"Unmarried",4,0,1,1,2,"Manager",23638
"347",203728,0,40,"Self Enquiry",1,17,"Small Business","Male",4,4,"Standard",3,"Single",2,0,3,1,1,"Senior Manager",32142
"348",202519,0,32,"Self Enquiry",1,15,"Salaried","Female",4,4,"Deluxe",3,"Unmarried",3,0,5,0,2,"Manager",23102
"349",201890,0,29,"Self Enquiry",1,9,"Small Business","Male",3,4,"Standard",3,"Married",2,0,1,0,2,"Senior Manager",26935
"350",202395,1,42,"Company Invited",1,7,"Salaried","Female",3,1,"Standard",4,"Single",2,0,3,1,0,"Senior Manager",17372
"351",200484,0,31,"Self Enquiry",3,12,"Small Business","Male",3,2,"Deluxe",3,"Married",5,0,5,1,2,"Manager",20460
"352",200578,0,38,"Company Invited",1,8,"Salaried","Female",3,1,"Deluxe",5,"Single",7,1,2,1,2,"Manager",20980
"353",202508,0,37,"Self Enquiry",1,15,"Large Business","Female",3,4,"Standard",3,"Married",3,0,4,1,2,"Senior Manager",28774
"354",203001,0,36,"Company Invited",1,9,"Salaried","Female",4,4,"Deluxe",5,"Married",4,0,4,0,1,"Manager",23771
"355",202787,0,30,"Self Enquiry",3,17,"Small Business","Female",3,5,"Deluxe",4,"Married",3,1,5,0,2,"Manager",26946
"356",204418,1,46,"Company Invited",3,33,"Salaried","Female",4,4,"Deluxe",5,"Married",4,0,1,0,3,"Manager",22964
"357",204070,0,52,"Self Enquiry",1,14,"Small Business","Male",3,5,"Deluxe",3,"Married",4,0,3,1,2,"Manager",24810
"358",202884,1,35,"Company Invited",2,30,"Salaried","Female",3,4,"Standard",5,"Married",2,1,3,1,1,"Senior Manager",28628
"359",204779,0,31,"Self Enquiry",3,36,"Salaried","Male",4,4,"Deluxe",5,"Married",2,0,1,1,1,"Manager",22793
"360",202797,0,38,"Self Enquiry",1,13,"Small Business","Male",3,3,"Deluxe",5,"Married",6,1,3,1,2,"Manager",24652
"361",204671,0,35,"Self Enquiry",3,7,"Small Business","Male",4,2,"Deluxe",3,"Married",2,0,5,0,2,"Manager",28403
"362",203838,0,33,"Self Enquiry",1,12,"Salaried","Male",3,5,"Deluxe",3,"Unmarried",2,0,1,0,2,"Manager",28357
"363",202465,1,37,"Self Enquiry",3,16,"Salaried","Male",3,5,"Deluxe",5,"Unmarried",2,0,2,0,1,"Manager",22085
"364",204231,1,53,"Self Enquiry",1,15,"Small Business","Male",3,5,"Deluxe",4,"Married",4,0,1,1,1,"Manager",23619
"365",202060,0,33,"Self Enquiry",1,13,"Small Business","Male",2,3,"Standard",3,"Married",1,0,4,1,0,"Senior Manager",26691
"366",204444,0,28,"Self Enquiry",1,7,"Salaried","Female",4,4,"Standard",5,"Married",3,0,4,0,3,"Senior Manager",26090
"367",200205,1,29,"Self Enquiry",3,33,"Small Business","Female",2,3,"Standard",3,"Divorced",2,0,3,1,1,"Senior Manager",22639
"368",204501,0,53,"Self Enquiry",1,18,"Salaried","Female",3,4,"Deluxe",3,"Married",2,0,1,1,1,"Manager",21827
"369",201736,0,31,"Self Enquiry",1,29,"Small Business","Male",3,4,"Deluxe",3,"Married",1,0,3,0,1,"Manager",20582
"370",202655,0,31,"Company Invited",1,7,"Salaried","Male",3,5,"Standard",3,"Unmarried",3,0,5,1,2,"Senior Manager",27152
"371",201904,0,31,"Self Enquiry",1,15,"Salaried","Male",2,3,"Standard",4,"Married",2,0,3,0,0,"Senior Manager",25648
"372",203264,0,36,"Company Invited",3,18,"Small Business","Male",3,4,"Deluxe",3,"Married",3,0,5,0,1,"Manager",23646
"373",203910,0,40,"Self Enquiry",1,13,"Small Business","Male",3,5,"Standard",5,"Married",6,0,4,1,1,"Senior Manager",28669
"374",204323,0,43,"Company Invited",1,36,"Salaried","Female",4,4,"Deluxe",3,"Married",4,0,3,1,2,"Manager",23234
"375",201897,0,60,"Company Invited",3,34,"Small Business","Female",3,4,"Standard",5,"Married",5,0,1,1,0,"Senior Manager",25266
"376",202111,0,32,"Company Invited",3,11,"Salaried","Male",2,3,"Deluxe",4,"Married",2,0,3,1,1,"Manager",21524
"377",204514,0,33,"Self Enquiry",1,11,"Salaried","Female",4,5,"Deluxe",3,"Married",3,0,4,1,2,"Manager",24840
"378",200704,0,35,"Self Enquiry",3,9,"Salaried","Male",3,3,"Standard",3,"Married",7,0,5,0,1,"Senior Manager",22823
"379",204126,0,28,"Company Invited",3,27,"Salaried","Female",3,4,"Deluxe",3,"Single",3,0,1,1,2,"Manager",28659
"380",202241,0,54,"Self Enquiry",3,8,"Salaried","Female",2,4,"Standard",3,"Married",7,0,5,1,1,"Senior Manager",25686
"381",204327,0,43,"Company Invited",1,35,"Large Business","Female",3,5,"Deluxe",3,"Married",2,0,3,0,2,"Manager",23201
"382",200520,0,48,"Self Enquiry",3,8,"Small Business","Male",2,2,"Deluxe",4,"Divorced",4,0,3,1,0,"Manager",23120
"383",204699,0,41,"Self Enquiry",1,27,"Large Business","Male",4,4,"Standard",3,"Married",6,0,3,1,2,"Senior Manager",29000
"384",202644,0,28,"Company Invited",1,7,"Large Business","Male",3,5,"Deluxe",5,"Divorced",7,0,3,0,2,"Manager",22976
"385",203228,0,39,"Self Enquiry",1,24,"Salaried","Female",4,5,"Standard",3,"Divorced",2,0,2,0,3,"Senior Manager",27501
"386",200456,0,31,"Self Enquiry",3,13,"Salaried","Male",2,4,"Standard",3,"Married",1,0,3,1,0,"Senior Manager",26557
"387",203680,1,37,"Self Enquiry",3,20,"Small Business","Male",4,5,"Deluxe",5,"Married",7,1,1,1,1,"Manager",24812
"388",203192,1,27,"Company Invited",3,36,"Small Business","Male",4,6,"Deluxe",5,"Unmarried",2,0,3,0,1,"Manager",23647
"389",203236,1,34,"Company Invited",1,36,"Small Business","Female",3,5,"Deluxe",3,"Unmarried",3,0,5,1,1,"Manager",23186
"390",203065,0,37,"Self Enquiry",3,7,"Salaried","Male",3,4,"Deluxe",3,"Divorced",3,1,3,1,2,"Manager",24879
"391",204515,0,41,"Company Invited",1,23,"Small Business","Male",3,5,"Deluxe",3,"Unmarried",8,0,5,0,1,"Manager",23772
"392",203828,0,35,"Self Enquiry",3,7,"Small Business","Male",3,4,"Standard",3,"Unmarried",3,0,5,1,1,"Senior Manager",28566
"393",202078,1,55,"Self Enquiry",3,8,"Small Business","Male",2,3,"Deluxe",3,"Single",5,0,1,1,0,"Manager",20160
"394",204205,0,37,"Self Enquiry",1,10,"Large Business","Male",2,4,"Deluxe",4,"Unmarried",6,0,1,1,1,"Manager",23163
"395",203621,0,51,"Self Enquiry",1,24,"Salaried","Female",3,5,"Standard",5,"Married",7,0,3,1,1,"Senior Manager",31947
"396",201603,0,41,"Self Enquiry",3,15,"Salaried","Male",3,3,"Standard",3,"Married",4,1,1,0,1,"Senior Manager",23189
"397",200276,0,35,"Self Enquiry",1,28,"Salaried","Female",3,2,"Standard",4,"Married",1,0,5,1,1,"Senior Manager",26996
"398",202134,0,36,"Self Enquiry",1,20,"Salaried","Male",3,3,"Deluxe",3,"Married",1,1,5,1,0,"Manager",21586
"399",202671,0,30,"Company Invited",3,7,"Small Business","Female",3,4,"Standard",3,"Divorced",3,0,3,1,1,"Senior Manager",26596
"400",203691,0,32,"Self Enquiry",3,12,"Large Business","Male",3,4,"Deluxe",3,"Married",3,0,5,0,2,"Manager",27024
"401",204844,1,52,"Self Enquiry",3,31,"Small Business","Female",3,5,"Deluxe",4,"Unmarried",2,1,5,1,2,"Manager",21516
"402",200249,0,45,"Company Invited",1,13,"Salaried","Male",3,2,"Deluxe",3,"Divorced",5,0,2,0,2,"Manager",21434
"403",203905,1,51,"Self Enquiry",3,35,"Small Business","Male",3,5,"Standard",5,"Married",6,1,5,0,1,"Senior Manager",29532
"404",200608,1,55,"Self Enquiry",3,8,"Small Business","Male",2,3,"Deluxe",3,"Single",5,0,2,0,1,"Manager",20160
"405",202812,1,41,"Self Enquiry",3,29,"Small Business","Male",4,5,"Deluxe",3,"Divorced",4,1,3,1,2,"Manager",25058
