"","cluster","Avg. SIMCE Lang","Avg. SIMCE Math","Public","SEP status","% Priority Students","&#916; Obs-Pred D1","&#916; Obs-Pred D2","&#916; Obs-Pred D9","&#916; Obs-Pred D10"
"363","Cluster 1
Increase att",190,173,1,1,0.802548,0.0928471541906406,0.109922486429873,0.0138016021972679,0.0354204281569024
"364","Cluster 1
Increase att",242,237,1,1,0.771588,0.0131298551526602,0.0265372093452847,0.124965786245276,0.0154937165728192
"365","Cluster 1
Increase att",245,235,1,1,0.701944,0.0744933199879614,-0.0562385712487425,-0.105403405122464,0.0576560212162762
"366","Cluster 1
Increase att",246,221,1,1,0.666667,0.0117394845453849,0.0487292487688388,0.0840494472215405,0.0277790519022698
"367","Cluster 1
Increase att",252,226,1,1,0.702128,-0.356731724627467,0.199415547546265,0.0441106414627028,0.0581708779790777
"368","Cluster 1
Increase att",257,236,0,1,0.488201,-0.118131357184639,0.116898662278759,-0.0691410274042509,0.0617646052108852
"369","Cluster 1
Increase att",248,222,0,1,0.612457,-0.171677923184346,0.0641915093298433,0.0175282166722667,0.0129469133224318
"370","Cluster 1
Increase att",259,241,0,1,0.528205,0.116800776784729,0.0218536203150587,0.0881321462030089,0.0419886369332187
"371","Cluster 2
Lower att (bottom)",218,236,1,1,0.673913,-0.243566658064769,-0.135284471650815,0.0966588851071364,0.0737411438636024
"372","Cluster 1
Increase att",262,251,1,1,0.526893,0.0391399970805009,-0.106161877255812,-0.0638926948793864,0.0495621950773437
"373","Cluster 2
Lower att (bottom)",214,216,1,1,0.750958,-0.299783252528764,0.0139951501438457,0.0172379914298476,-0.00443194139489522
"374","Cluster 1
Increase att",276,252,1,1,0.424769,0.0242611346860734,0.0214660510790349,0.0786789931269696,0.0399908321264545
"375","Cluster 1
Increase att",226,240,1,1,0.55814,-0.0389308700044171,-0.00897713638149078,0.016701404149054,0.11407648430301
"376","Cluster 1
Increase att",256,246,1,1,0.666667,0.0760262600838941,0.0127991031824622,0.0160330473274054,-0.309874541251197
"377","Cluster 2
Lower att (bottom)",222,222,1,1,0.821622,0.182381115590399,0.125502667518335,-0.199680796103173,0.1272119724588
"378","Cluster 1
Increase att",212,219,1,1,0.716312,0.161976981975391,0.160468240985993,0.149884613454725,0.140719501675387
"379","Cluster 1
Increase att",239,247,0,1,0.622677,0.0457261819212847,0.0934194423074318,0.0207045984310568,-0.0820984775463296
"380","Cluster 1
Increase att",232,227,1,1,0.625683,0.00348005729845791,0.175091649067124,0.0674096571079322,0.0750103861550293
"381","Cluster 1
Increase att",255,224,1,1,0.603053,0.0628569908269611,0.148332380467241,0.118815442261272,0.0381387965230845
"382","Cluster 1
Increase att",235,223,1,1,0.533537,0.0807468769936123,0.0573253225221347,0.0365072919529092,0.0544989111834937
"383","Cluster 2
Lower att (bottom)",227,232,1,1,0.682008,-0.570817895588419,-0.266286024660443,0.0586609301478892,0.0537720423594223
"384","Cluster 1
Increase att",245,232,0,1,0.553922,0.0729049010952678,0.0694237337204555,0.0386667162277259,0.0681429045290736
"385","Cluster 1
Increase att",257,238,0,1,0.428571,0.0290799896666289,0.041551105403187,-0.00354772212250642,0.0289826639807241
"386","Cluster 2
Lower att (bottom)",283,261,0,1,0.322581,-0.0439014647688052,-0.166468553971875,-0.0631963182034296,0.0338726047605815
"387","Cluster 1
Increase att",284,270,0,1,0.190045,-0.311898299969727,0.070189074287428,0.0662777998884646,0.0150132851466673
"388","Cluster 1
Increase att",268,256,0,1,0.226619,0.0389392503725412,0.0759790147216631,0.105265793450495,0.0673380890149513
"389","Cluster 1
Increase att",261,252,0,1,0.452163,0.0554231437316971,0.0603130591365956,-0.0585695185221129,0.0421442177071725
"390","Cluster 1
Increase att",218,205,1,1,0.711009,0.276958331484888,0.0715538941471257,0.0776074537716731,0.0310969866037838
"391","Cluster 1
Increase att",244,231,1,1,0.712032,0.0224291522447124,0.0566593116578984,0.0290307283900135,0.0303085874798505
"392","Cluster 2
Lower att (bottom)",209,226,1,1,0.743455,-0.929270341222654,0.0961838317852883,0.014956341081387,0.0668417574791267
"393","Cluster 1
Increase att",255,263,1,1,0.6,0.297201776045205,0.0296406905774512,0.0426313461269126,-0.0132827044918098
"394","Cluster 2
Lower att (bottom)",280,263,1,1,0.65625,-0.169607835742043,-0.180088414306218,0.042988341376614,0.00734779712490585
"395","Cluster 2
Lower att (bottom)",225,223,1,1,0.796296,-0.166141885079889,-0.232878419900004,0.0529263774860895,0.0596717942417171
"396","Cluster 1
Increase att",227,211,1,1,0.747312,-0.0226671088039733,0.0772066939874908,0.0148230190692047,0.053494132089875
"397","Cluster 2
Lower att (bottom)",257,260,1,1,0.667391,-0.689712015555595,0.088520552150353,0.0433364283579785,0.0419339681662364
"398","Cluster 1
Increase att",218,214,1,1,0.730519,-0.164209036674333,-0.0709514054777598,0.0290471847645493,0.0401283431893602
"399","Cluster 2
Lower att (bottom)",241,241,1,1,0.695489,-0.39785951344393,-0.483909522598779,0.323550293938793,0.0796248523203201
"400","Cluster 1
Increase att",258,255,1,1,0.689516,-0.355909242861085,0.0872184528202067,0.0666409657207541,0.0667582282203032
"401","Cluster 1
Increase att",231,203,1,1,0.629139,0.0147400889605916,0.112267535939198,0.118173518491804,0.0604429684433323
"402","Cluster 1
Increase att",252,256,1,1,0.633094,0.0671296494745167,0.111810863755358,0.0608904341785246,0.0665448237305818
"403","Cluster 1
Increase att",255,252,1,1,0.61745,0.0478973697830436,0.0857485187950389,-0.00402055384069655,0.0235127841405818
"404","Cluster 2
Lower att (bottom)",248,222,1,1,0.601695,-0.851828653558228,-0.423245523037675,0.0133721126629583,0.0632680428761939
"405","Cluster 1
Increase att",287,237,1,1,0.588235,0.0786313982425941,-0.013464301557041,0.0779273065688406,0.100603630773093
"406","Cluster 2
Lower att (bottom)",260,271,1,1,0.654822,-0.693657448335347,-0.448678387280446,0.0737297236654801,-0.0220210898885982
"407","Cluster 1
Increase att",243,249,1,1,0.708661,0.11215418988555,0.17692593630418,0.122443482005021,0.0131763514515304
"408","Cluster 1
Increase att",266,263,1,1,0.640411,0.316083076535012,-0.291022225444739,-0.00966335213195046,0.0104969827381378
"409","Cluster 1
Increase att",298,291,0,0,0.253482,-0.00956838344450051,0.0551192549918395,0.00580281968328533,0.0500888031649338
"410","Cluster 1
Increase att",241,239,0,1,0.682292,0.132931913758669,0.0541371881299243,0.0478995527931774,0.0306629294833948
"411","Cluster 1
Increase att",267,246,0,0,0.348259,0.115041782209706,0.0403038058376575,-0.0515896316892568,0.0615844983977746
"412","Cluster 1
Increase att",277,274,0,1,0.525,0.0648718078257419,0.0179041522612952,0.054306623122223,0.0328800840887763
"413","Cluster 1
Increase att",268,262,0,1,0.48542,0.0660504622139041,0.0598806616704012,0.0802161080614141,0.0667192786454737
"414","Cluster 1
Increase att",238,230,1,1,0.60076,0.148056349891449,-0.280486537206246,0.0579822830574239,0.0422441403296161
"415","Cluster 1
Increase att",276,266,1,1,0.643154,0.046462978149975,0.0638570577376896,0.025027872297265,0.0796940053938457
"416","Cluster 1
Increase att",245,215,1,1,0.771277,-0.00110427994618911,0.100113979013523,0.0631191952090473,0.0369551087886331
"417","Cluster 1
Increase att",256,253,1,1,0.677215,-0.69043905775872,0.0927334113053258,0.0262188905006493,0.0389958581407256
"418","Cluster 2
Lower att (bottom)",253,247,1,1,0.646154,-0.378142416264365,0.0454248536738899,0.0120540777651639,0.0000243955417584818
"419","Cluster 1
Increase att",260,262,1,1,0.766839,0.0198819472636089,-0.317722071676641,0.0329114932552386,0.0343447750470297
"420","Cluster 1
Increase att",228,225,1,1,0.68552,-0.0956844203628736,0.0586096748080629,0.0731523067245748,0.0453770202826742
"421","Cluster 1
Increase att",240,250,1,1,0.762938,0.13979723076521,-0.100123555815608,0.069979015137433,0.0566940398244244
"422","Cluster 2
Lower att (bottom)",269,252,1,1,0.671429,-0.404641206735737,-0.293455332280395,-0.0180833009082895,0.0663339910094254
"423","Cluster 1
Increase att",279,269,1,1,0.653465,0.0523829532122485,0.157991268112909,0.0775124903313658,0.050007252183751
"424","Cluster 1
Increase att",284,251,0,0,0.396947,0.0417714918116433,0.0836101506512279,0.0510268572320129,0.0757874927428529
"425","Cluster 1
Increase att",267,246,0,1,0.609836,0.0703605008670054,0.0310312200122413,0.0645447747001923,0.0882757223939128
"426","Cluster 1
Increase att",265,258,1,1,0.702899,0.0797786153508935,-0.251714888188444,0.0288142337590244,0.00476307906659423
"427","Cluster 1
Increase att",288,262,1,1,0.735294,0.114195703988691,0.00928937770258131,0.241441260557624,0.172559482324173
"428","Cluster 1
Increase att",315,298,1,1,0.743243,-0.165002129431041,-0.0352107959460318,0.383556109795162,0.432518340192671
"429","Cluster 1
Increase att",264,258,1,1,0.675,0.0654137058571083,0.0113940764025454,0.00602458110707438,0.0735214262297575
"430","Cluster 1
Increase att",238,221,1,1,0.553846,-0.0798955924309781,0.101019888446518,0.0914379715415072,0.067948911514917
"431","Cluster 1
Increase att",271,268,1,1,0.689655,0.00682538591077275,0.52747501813609,0.0327936933769595,0.0239712021200109
"432","Cluster 1
Increase att",275,268,0,1,0.627859,-0.0277461956774836,-0.237302234517382,0.0488846810173855,0.0585723202523021
"433","Cluster 1
Increase att",263,268,0,1,0.285714,-0.180292500245486,0.237047303837113,-0.00282830112006405,-0.416747436430835
"434","Cluster 1
Increase att",269,258,0,1,0.547904,-0.142187162835223,0.150719800588537,0.0169928894824145,-0.0611428553732331
"435","Cluster 1
Increase att",250,235,0,1,0.592727,-0.00927903623996151,0.0848513335076518,-0.0736870003384679,0.0228534234158493
"436","Cluster 2
Lower att (bottom)",229,228,0,1,0.715151,0.0894951056190066,-0.412956396226279,-0.00364437122379169,0.0572152635809099
"437","Cluster 1
Increase att",246,242,0,1,0.582781,-0.133932696504354,0.0800907347958938,0.0316063629048396,0.00208754201299155
"438","Cluster 1
Increase att",264,247,0,1,0.441748,0.0106076404357396,0.0391808728604104,0.00216682444141947,0.0408868105774643
"439","Cluster 1
Increase att",245,234,0,1,0.639344,-0.155946373284458,0.0672947885184205,0.0841642806485901,0.00562038310853441
"440","Cluster 1
Increase att",276,252,0,1,0.554286,0.178478743233351,0.173316348829235,0.0361272508155289,0.0511646808800622
"441","Cluster 1
Increase att",276,280,0,1,0.426647,-0.00274936314889751,0.0936194305743361,0.0945383637955198,0.0522458420881002
"442","Cluster 2
Lower att (bottom)",249,259,0,1,0.596026,0.0301228533746902,-0.510566704695539,-0.450085753800565,-0.0272411550077805
"443","Cluster 1
Increase att",253,243,0,1,0.751092,0.104895470245132,-0.104797851323353,0.102517998763201,0.0745220420152145
"444","Cluster 1
Increase att",261,249,0,1,0.361111,0.103435581798185,0.0685579236068884,0.0607206286140926,0.0508389777036961
"445","Cluster 2
Lower att (bottom)",277,268,0,1,0.424615,0.113092055466991,0.0207315259289524,0.0307979872552177,0.0111292922543115
"446","Cluster 1
Increase att",254,248,0,1,0.735849,0.47694174233762,0.251857124199378,0.0898934753203663,0.0464311141721132
"447","Cluster 2
Lower att (bottom)",237,229,0,1,0.7393,-0.148617564291989,0.00400875367041809,0.00331074501242068,0.0314104287565842
"448","Cluster 2
Lower att (bottom)",289,296,0,0,0.282609,0.123564038662816,-0.20772373283834,0.157074453743747,-0.412671702552224
"449","Cluster 1
Increase att",261,270,0,1,0.494803,0.0496984985513373,0.0729547663347437,0.0497513918572712,0.0619751018244881
"450","Cluster 1
Increase att",259,239,0,0,0.376744,0.0818983465350434,0.0244744478642746,0.0487575008477082,0.0484621510410372
"451","Cluster 2
Lower att (bottom)",221,210,0,1,0.839695,-0.000108995485333718,-0.00124319577335053,-0.00000053734999294619,0.000206390969639925
"452","Cluster 1
Increase att",247,239,0,1,0.469697,0.0784846784988359,0.0669671705050803,0.0600912490497681,0.0819022799195422
"453","Cluster 1
Increase att",273,257,0,1,0.49434,-0.152795334375657,0.0227188313808356,0.0441125390883714,0.0817167630553252
"454","Cluster 1
Increase att",257,245,0,0,0.444037,0.168336907483075,0.0445341749675213,0.0872056748111298,0.0556590903407306
"455","Cluster 1
Increase att",255,244,0,1,0.57037,0.0497727362024462,0.0226602001853368,0.0451071530161117,0.0401205911655979
"456","Cluster 1
Increase att",265,265,0,1,0.52583,-0.0609360257044883,-0.0373652531203423,0.0462500376900787,0.060572100168179
"457","Cluster 2
Lower att (bottom)",254,231,0,1,0.713287,-0.120774802311076,0.145839018078067,0.0586800021161464,-0.230699820874748
"458","Cluster 2
Lower att (bottom)",253,235,0,1,0.668085,-0.284167048003447,-0.13891194095805,0.0193730643206055,0.0273010267575562
"459","Cluster 2
Lower att (bottom)",257,253,0,1,0.509284,0.110957225497665,-0.0396575559875492,-0.162497412670915,0.0255669490476531
"460","Cluster 1
Increase att",238,247,0,1,0.532544,0.365506108649106,0.026726537415684,0.0617475345830678,0.00433144848943812
"461","Cluster 1
Increase att",250,229,0,1,0.56351,0.0759547924581943,0.143817884581374,0.00610511091070565,0.0247885000019425
"462","Cluster 2
Lower att (bottom)",237,237,0,1,0.573052,-0.0961604365302945,-0.172694895439434,0.0451959814934201,0.0537808707502887
"463","Cluster 1
Increase att",253,264,0,1,0.584795,-0.156851038971178,0.130807491685949,0.0910184850925534,0.0336606094872485
"464","Cluster 2
Lower att (bottom)",292,291,0,0,0.308411,-0.600018028359373,-0.304673585558102,0.0344074978247366,0.0153846312581493
"465","Cluster 1
Increase att",276,263,0,0,0.281633,0.0295063653068541,0.193382619383773,0.050078508581306,0.112600747500969
"466","Cluster 1
Increase att",251,229,0,1,0.663004,-0.251920719038745,0.126169235409457,0.0336057260047223,0.0727577423253261
"467","Cluster 1
Increase att",262,278,0,1,0.494505,0.0332592134431873,0.0888797594737594,0.0260106251808638,0.0336040570935313
"468","Cluster 2
Lower att (bottom)",271,241,0,0,0.423841,0.0608127558058383,-0.142576615444454,-0.159209063771744,0.0330231739630114
"469","Cluster 2
Lower att (bottom)",226,213,0,1,0.835294,-0.175533194159089,-0.204751498933216,-0.267234359091656,-0.336338346026264
"470","Cluster 1
Increase att",275,255,1,1,0.209852,-0.173304047402897,0.0532714926599853,0.101142803167298,0.0581470132555114
"471","Cluster 1
Increase att",234,227,0,1,0.615142,-0.166104621342573,0.162945173401977,0.0360834817888275,0.0510439806991312
"472","Cluster 2
Lower att (bottom)",253,246,0,1,0.602649,-0.386319279873758,-0.577838229648847,0.0476045279415407,0.0614904866953504
"473","Cluster 2
Lower att (bottom)",250,238,0,1,0.674797,-0.189408895633885,-0.0518383026682898,-0.107246451606822,0.0842095799224118
"474","Cluster 1
Increase att",273,264,0,1,0.330357,-0.0613520991783867,0.077546137780439,0.0416022213523846,0.0361779697139293
"475","Cluster 1
Increase att",210,207,1,1,0.751634,0.00873588252503132,0.034560603785747,-0.0848064533393083,0.018339711025553
"476","Cluster 2
Lower att (bottom)",252,250,0,1,0.428298,-0.309776830135561,-0.1264200168049,0.0219987178849363,0.000100538661424232
"477","Cluster 1
Increase att",266,289,0,1,0.397213,0.132133478406149,0.0314921331453433,0.0648560522369931,0.0422079415231307
"478","Cluster 1
Increase att",272,246,0,1,0.384328,0.103946281201631,0.0491691501140131,0.0658379381182481,0.0473088519042357
"479","Cluster 1
Increase att",243,229,0,1,0.598361,0.148241691791683,0.0731440281060859,-0.314638274052073,-0.241940998977289
"480","Cluster 1
Increase att",265,260,0,1,0.446746,-0.0578179648935562,0.138401335418119,0.0416334640467853,0.0224524362227643
"481","Cluster 1
Increase att",250,249,1,1,0.709141,-0.156654577521782,0.0112502946098588,0.0900286946158059,0.0714139645812413
"482","Cluster 1
Increase att",246,247,0,1,0.586207,0.100223667710987,0.136486447358094,0.0222779261338257,0.0184268164117587
"483","Cluster 1
Increase att",245,247,0,1,0.805668,-0.0762556420363499,0.0798048169993938,0.12654865977337,-0.0018747909430763
"484","Cluster 1
Increase att",255,263,0,1,0.555728,0.00701844941171914,0.00813075915879602,0.0681990840446501,0.0359182160608962
"485","Cluster 2
Lower att (bottom)",288,265,0,1,0.391534,-0.653710664946507,0.0532556373706435,0.0584678601264857,-0.410873140117823
"486","Cluster 1
Increase att",262,282,0,1,0.470866,0.0732202790974531,0.0568395239453869,0.0323472046048209,0.0570432256779477
"487","Cluster 1
Increase att",249,247,0,1,0.577982,0.0517818337599369,0.0654198177201417,0.0179266077176852,0.0937583650073337
"488","Cluster 2
Lower att (bottom)",260,267,0,1,0.398734,-0.294438620174339,0.0496161086680915,0.0531594908429087,0.00609535493960356
"489","Cluster 2
Lower att (bottom)",239,231,0,1,0.616393,0.11257029575746,-0.111077106772703,0.0445299491958751,-0.450534831765315
"490","Cluster 1
Increase att",222,230,1,1,0.765182,0.0167433370967859,0.102130033422143,0.147843492776873,0.0238181657455505
"491","Cluster 1
Increase att",268,256,0,1,0.287946,-0.0604873144472408,-0.0442071560665047,0.0278466125194641,0.103221131072329
"492","Cluster 1
Increase att",225,212,1,1,0.830303,0.16854268823295,-0.153082066363393,0.0903041322483862,0.0413930978498656
"493","Cluster 2
Lower att (bottom)",252,255,1,1,0.322519,-0.16579383492568,-0.164270966884492,0.0121100943804441,-0.0386037034192871
"494","Cluster 2
Lower att (bottom)",234,228,0,1,0.477987,-0.32046821557283,-0.183274553310407,0.0314767953647782,0.0511051756469515
"495","Cluster 1
Increase att",275,265,0,1,0.285714,0.0779949956271513,0.0447480205515913,0.047463448113209,0.0249436327148967
"496","Cluster 1
Increase att",267,249,0,0,0.154472,0.111389914492698,0.0513247269074317,-0.000464959064377268,0.0178939881650605
"497","Cluster 1
Increase att",257,245,0,1,0.572414,-0.267260467402016,0.337828258168882,0.00625143712714049,0.00252221688421261
"498","Cluster 2
Lower att (bottom)",225,223,0,1,0.695402,-0.00168388788392604,-0.289765033154792,0.00634279502837787,0.0214542622363676
"499","Cluster 1
Increase att",251,224,0,1,0.453333,0.0489420928888471,0.0475675147086801,0.150774542395028,0.0445194392901241
"500","Cluster 1
Increase att",266,239,1,1,0.371795,0.000100356283460945,0.177796957511076,0.0459794586060394,-0.0143415854292714
"501","Cluster 2
Lower att (bottom)",263,242,0,1,0.21875,0.00107294881649667,0,0,0
"502","Cluster 1
Increase att",291,308,0,1,0.437055,0.030133907912781,0.035950302003915,0.0146406069515108,0.0196720291157599
"503","Cluster 1
Increase att",248,223,1,1,0.507752,-0.11308592363406,0.0679667556248338,0.021637891171514,-0.234330047836377
"504","Cluster 1
Increase att",246,218,0,1,0.53202,0.0617837199532761,0.126780731392824,0.141360424180828,0.00383470156976495
"505","Cluster 1
Increase att",268,254,0,1,0.289308,-0.414184355378733,0.180462058545956,0.0838688094868921,0.0671150642934959
"506","Cluster 1
Increase att",263,282,0,1,0.494152,-0.0671643907386332,-0.0557077648015767,0.0372337138898141,0.0334986442568959
"507","Cluster 1
Increase att",250,242,0,1,0.346774,0.0875099534987049,0.0727392770822008,0.0928177851162812,0.0677567570904074
"508","Cluster 1
Increase att",293,290,0,0,0.378882,0.0347027133679759,0.0673638196995366,0.0670370852632712,0.0246963902428153
"509","Cluster 1
Increase att",221,231,0,1,0.763359,0.209174041248015,-0.246961502556508,0.0931025205339161,0.0213021383739916
"510","Cluster 1
Increase att",290,280,0,0,0.1875,0.109978436073315,-0.243283507797771,0.049417110150916,0.062140047450353
"511","Cluster 1
Increase att",238,222,1,1,0.283951,0.11613270835818,-0.102142582445207,0.0791891649022487,0.0399522149555479
"512","Cluster 2
Lower att (bottom)",262.271,259.618,0,0,0.189655,0.098584151467729,-0.259003024346644,0.0421707845652449,0.00984709795425454
"513","Cluster 1
Increase att",279,286,0,0,0.337778,0.110783309393423,0.0702272694823743,0.056640183523376,-0.0051930111979861
"514","Cluster 1
Increase att",215,213,1,1,0.727273,0.185738094984391,0.0736131708163497,0.0568082639024355,0.0903814282585791
"515","Cluster 2
Lower att (bottom)",254,261,1,1,0.80602,-0.497500418921566,0.140015106261171,0.109275418592979,-0.174938455629213
"516","Cluster 2
Lower att (bottom)",234,215,0,1,0.38125,0.0835751106029222,-0.416519455505872,0.0667063779934074,0.0733017340361567
"517","Cluster 2
Lower att (bottom)",257,257,0,0,0.364929,-0.406863619193032,0.219138333638573,0.101573936710275,0.0399935828912896
"518","Cluster 1
Increase att",231,241,0,1,0.698752,0.230357271168543,0.00721006776008271,0.055832791939582,0.0566704140942511
"519","Cluster 1
Increase att",289,295,0,1,0.181311,0.0806173115011788,0.0418721755617643,0.0670157457426394,0.0353817256810163
"520","Cluster 1
Increase att",233,237,1,1,0.667513,0.0329946727907153,0.240908753657989,0.0260628826075873,0.0295292949220733
"521","Cluster 2
Lower att (bottom)",274,269,0,1,0.360784,-0.196488522429176,-0.196169745292814,-0.0233744902517306,-0.0631383481362333
"522","Cluster 1
Increase att",242,240,0,0,0.648148,0.122431996225176,0.0318445970076319,0.0715137808958684,0.00529284374209149
"523","Cluster 1
Increase att",282,290,0,1,0.295707,0.077917470191207,0.0341575741794053,0.0265808576884827,0.038652902781611
"524","Cluster 1
Increase att",270,269,0,1,0.700326,0.0979428466983905,0.115241758608159,0.14839377838124,0.0450733619018948
"525","Cluster 1
Increase att",267,243,0,1,0.556818,-0.194276237220697,0.358439884838292,-0.00715884731206096,0.0122134013202052
"526","Cluster 1
Increase att",300,300,0,0,0.192416,-0.0437676634596534,0.064022436240523,0.0345582793012427,0.0461307929340159
"527","Cluster 1
Increase att",224,223,0,1,0.721461,0.438737602550343,0.0728854489710564,0.074904007933228,0.011017303443007
"528","Cluster 1
Increase att",256,247,0,0,0.491597,-0.0338425417938166,0.0300356944474481,0.0479191000325855,0.0396449802460925
"529","Cluster 1
Increase att",268,277,0,0,0.278351,0.083802087159362,-0.0810665844202706,-0.079863797108197,0.065522231345218
"530","Cluster 1
Increase att",254,263,1,1,0.710123,0.12220967151801,0.141849139030824,0.0452809503756991,0.085653043182643
"531","Cluster 1
Increase att",219,208,1,1,0.825503,-0.0319235586637661,0.0880240706273692,0.0372222743666242,-0.337068370584196
"532","Cluster 1
Increase att",261,233,0,0,0.291139,-0.142938163089599,0.099210878111468,-0.245859179929156,0.072064800958757
"533","Cluster 2
Lower att (bottom)",267,243,1,1,0.229833,-0.15642678630362,0.0398017408410432,-0.0535370255818617,0.039965888965429
"534","Cluster 1
Increase att",293,287,0,1,0.27907,0.0353293895248511,0.254375896659873,0.079214866070063,0.0115053561151498
"535","Cluster 1
Increase att",228,221,0,1,0.61194,0.0461440684321034,0.0501936026920786,0.0618713419015301,0.0362945518717113
"536","Cluster 1
Increase att",304,319,0,1,0.395833,0.0147083413237213,0.0465699789330067,0.0632760423451613,0.0848832448555412
"537","Cluster 1
Increase att",245,261,0,1,0.724252,0.112427651087221,0.160428865497075,0.00791912763449165,0.0403758611799911
"538","Cluster 1
Increase att",234,223,1,1,0.526966,-0.160743164550224,0.0588005157843042,0.127336458454399,0.0696810657821192
"539","Cluster 1
Increase att",267,261,0,0,0.118211,-0.0119218371314607,0.0774112310632074,0.0217219351594192,0.049141153378649
"540","Cluster 1
Increase att",269,250,1,1,0.386607,-0.206390559864065,0.00913401234711375,0.00673978867270375,-0.045875790889342
"541","Cluster 1
Increase att",278,284,0,1,0.543911,-0.0630134212987924,-0.0501490616395802,0.0266317778353798,0.0444178463180793
"542","Cluster 1
Increase att",304,296,0,0,0.230137,0.0773919936634113,0.0757325717803525,0.0973211926119824,-0.0035897102427267
"543","Cluster 1
Increase att",270,258,0,0,0.219136,-0.00284090626331968,0.104625185935186,0.0579597563705995,0.00784021007582025
"544","Cluster 1
Increase att",301,304,0,0,0.108359,0.129061641830362,0.0787704108917513,0.065187431787007,0.0533188635545789
"545","Cluster 1
Increase att",253,219,1,1,0.644737,0.0359912705882375,0.0302894286039345,0.0583274407349473,0.00619253459830293
"546","Cluster 1
Increase att",258,252,0,1,0.563177,0.0348203481663567,-0.00298159043159729,0.0500036058978914,0.0857865686135746
"547","Cluster 1
Increase att",279,237,0,0,0.290429,0.128575792013404,0.0692332765543765,0.0967466008647306,0.0407091947254578
"548","Cluster 1
Increase att",318,307,0,1,0.165829,0.000950226419203393,0.0157453603515029,0.117070516097909,0.0986587570112792
"549","Cluster 1
Increase att",256,246,0,0,0.489474,0.0150624692817541,0.118788019610253,0.0666230024191223,0.095052581752358
"550","Cluster 1
Increase att",263,256,0,1,0.41022,0.0383280727953964,0.111742740272485,0.0656368180290769,0.0662366499851781
"551","Cluster 1
Increase att",257,259,0,1,0.575758,0.167424701459725,-0.0662663335084659,0.0543850627738901,0.0856324414353781
"552","Cluster 2
Lower att (bottom)",250,255,0,0,0.282051,-0.0637469094019971,0.132186196003322,0.0436122864119382,-0.467445865545126
"553","Cluster 1
Increase att",272,267,0,0,0.079723,0.120277346691344,-0.0885071449850182,0.0537723216156363,-0.118007644563625
"554","Cluster 1
Increase att",265,264,0,1,0.717791,0.103666053828013,0.0916082272646961,0.11740626503436,0.0526939331306282
"555","Cluster 1
Increase att",242,256,1,1,0.802752,-0.13338536938436,-0.0336530737897873,0.148178762718391,0.0454731627748139
"556","Cluster 1
Increase att",278,279,0,1,0.501634,0.295677521388355,-0.123003814798127,0.0275637582360586,0.0126396325709879
"557","Cluster 2
Lower att (bottom)",306,319,1,1,0.225397,-0.151451070332558,0.0516407949704811,0.0794416771480511,0.048088270232745
"558","Cluster 1
Increase att",270,287,0,1,0.547368,0.0462398744785809,0.0210575496958199,0.0444421173272354,0.0516844563967429
"559","Cluster 1
Increase att",290,281,0,1,0.316129,0.0619278295376207,0.0760121908157122,0.0363298313070337,0.0179249848457406
"560","Cluster 1
Increase att",288,287,0,1,0.571859,0.12392324345788,-0.0436485339243261,0.035322099697607,-0.0618075601439136
"561","Cluster 1
Increase att",267,248,0,1,0.234513,-0.00289834032045144,0.00795044808122802,0.0401419655803442,0.0508886149092679
"562","Cluster 1
Increase att",276,290,0,1,0.463668,0.12863425791117,0.0928982936341443,0.073728266662739,0.00789992468813627
"563","Cluster 1
Increase att",276,268,0,1,0.507634,0.0228482050441936,0.0619268280540511,0.0148587024808982,0.0511507771985584
"564","Cluster 2
Lower att (bottom)",248,216,0,1,0.407407,0.191512785720009,0.101848337855115,-0.303100669759524,-0.00939980624229131
"565","Cluster 1
Increase att",249,246,0,1,0.341801,0.122952751109902,-0.0163904566165277,0.0461577876023812,0.0559144940885959
"566","Cluster 2
Lower att (bottom)",256,273,0,0,0.270718,-0.15081822841021,-0.00219388307559498,0,0
"567","Cluster 2
Lower att (bottom)",239,231,0,1,0.331731,-0.148241930378591,-0.180338608160533,0.0109144698959692,0.0620905611082107
"568","Cluster 1
Increase att",275,257,0,0,0.128755,0.0373871267222271,0.113739987453321,0.0547069916718395,-0.0120365392694894
"569","Cluster 1
Increase att",279,283,0,1,0.468571,0.0673801709629702,0.0826616626870301,0.0742674170738626,0.0341944064667242
"570","Cluster 1
Increase att",300,304,0,1,0.4041,0.0598705885092046,0.0767356290073103,0.0571553156276113,0.0262953934695681
"571","Cluster 2
Lower att (bottom)",206,204,1,1,0.815657,-0.102330097497861,0.0796607506156284,-0.216055467094691,0.0430443947117132
"572","Cluster 1
Increase att",272,285,0,1,0.520194,0.113083034469552,0.0355147478106174,0.029437880944906,0.0292957215590539
"573","Cluster 1
Increase att",260,267,0,1,0.464876,-0.111447980698443,0.07323658256435,0.0438953891407057,0.0267653308233575
"574","Cluster 2
Lower att (bottom)",222,219,1,1,0.841727,-0.157597705260422,-0.205636559033634,0.000357333471612931,0.0254773687688455
"575","Cluster 1
Increase att",260,263,0,1,0.341948,0.00839989235365146,-0.001989927398792,0.019369613139013,0.00139888395189669
"576","Cluster 1
Increase att",275,268,0,1,0.341259,0.100993389788368,0.0846281276066033,0.0509533327095114,-0.0571078931142536
"577","Cluster 2
Lower att (bottom)",222,214,1,1,0.786192,0.0661772562065909,-0.268557002712565,0.0177680424325531,0.0609838913470074
